label,left_id,left_name,left_brand,left_descrtiption,left_price,right_id,right_name,right_brand,right_descrtiption,right_price
1,macmall_80,Microsoft Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz 8GB RAM 256GB SSD 13.5in touchscreen 2256 x 1504 Intel Iris Plus Graphics 640 Wi-Fi Bluetooth Microsoft Windows 10 Pro - Platinum kbd: English North America - commercial (JKQ-00001),Microsoft,"Microsoft Surface Laptop - Core i5 7200U / 2.5 GHz - Win 10 Pro - 8 GB RAM - 256 GB SSD - 13.5in touchscreen 2256 x 1504 - HD Graphics 620 - Wi-Fi, Bluetooth - platinum - kbd: English - North America - commercial",1149.99,pcmg_156,Microsoft Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz 8GB RAM 256GB SSD 13.5in touchscreen 2256 x 1504 Intel Iris Plus Graphics 640 Wi-Fi Bluetooth Microsoft Windows 10 Pro - Burgundy kbd: English North America - commercial (JKQ-00036),Microsoft,"7th Gen Intel Core i7-7660U Dual-Core 2.5GHz, 8GB RAM, 256GB SSD, 13.5in touchscreen 2256 x 1504, Intel Iris Plus Graphics 640, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro - Platinum, kbd: English, North America - commercial",1139.99
0,bestbuy_54,Acer - Aspire 3 15.6in Laptop - Intel Core i5 - 6GB Memory - 1TB Hard Drive - Obsidian Black,Acer,0,493.99,truecurate_52,Dell I75775241BLK 15.6&ampquot Laptop Intel Core i5 8GB Memory NVIDIA GeForce GTX 1060 1TB Hard Drive + 128GB Solid State Black ,Dell,0,0
0,microcenter_56,Lenovo ThinkPad X380 Yoga 13.3in 2-in-1 Laptop Computer - Black Intel Core i7-8650U Processor 1.9GHz  16GB DDR4 RAM  512GB Solid State Drive  Intel UHD Graphcis 620,Lenovo,"Intel Core i7-8650U Processor 1.9GHz 16GB DDR4 RAM 512GB Solid State Drive Intel UHD Graphcis 620 Microsoft Windows 10 Pro microSD Card Reader 2x2 Dual Band 802.11ac Wireless Bluetooth 4.1 13.3in Full HD IPS Touchscreen Display
 You work hard. You're flexible. When life says, inGo,in you never slow down. The sleek ThinkPad X380 Yoga is designed for you. This stylish powerhouse adapts to work with you-as a laptop, tablet, or anything in between. Moreover, hardware-level security features provide peace of mind when you're on-the-go.",1899.99,truecurate_400,Lenovo 20L9001MUS ThinkPad T580 15.6&ampquot Laptop Intel Core i7 8GB Memory 256GB Solid State Drive Black ,Lenovo,0,0
0,bestbuy_485,Dell - Latitude 14in Laptop - Intel Core i7 - 16GB Memory - 256GB Solid State Drive,Dell,windows 10 8th gen intel® core™ i7-8850h processor; 14in display; 16gb memory; 256gb solid state drive special features: cable lock slot; bluetooth; hdmi output note: dvd/cd drive not included ,2678.97,truecurate_494,Lenovo 20LD001GUS ThinkPad X1 Yoga 2-in-1 14&ampquot Touch-Screen Laptop Intel Core i5 8GB Memory 256GB Solid State Drive Black ,Lenovo,0,0
0,pcmg_350,HP Inc. ZBook 14u G5 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz Mobile Workstation - 8GB RAM 256GB SSD  Z Turbo Drive NVMe 14in IPS Touchscreen 1920 x 1080 (Full HD) Radeon Pro WX 3100 / HD Graphics 620 Wi-Fi Bluetooth - turbo silver - kbd: US (3YE06UTABA),HP,"8th Gen Intel Core i5-8350U Quad-Core 1.7GHz, 8GB RAM, 256GB SSD Z Turbo Drive NVMe, 14in IPS Touchscreen 1920 x 1080 (Full HD), Radeon Pro WX 3100 / HD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit",1609.99,pcmg_38,Lenovo ThinkPad E580 20KS 8th Gen Intel Core i7-8550U Quad-Core 1.8GHz Notebook PC - 8GB RAM 500GB HDD 15.6in IPS 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black (20KS003LUS),Lenovo,"8th Gen Intel Core i7-8550U Quad-Core 1.8GHz, 8GB RAM, 500GB HDD, 15.6in IPS 1920 x 1080 (Full HD), UHD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit - Black",869.99
0,truecurate_164,Acer A3155157Z4 Aspire 15.6&ampquot Laptop Intel Core i5 6GB Memory 1TB Hard Drive Obsidian Black ,Acer,0,0,truecurate_526,Lenovo 20KH002FUS ThinkPad X1 Carbon 14&ampquot Laptop Intel Core i7 16GB Memory 1TB Solid State Drive Black ,Lenovo,0,0
0,bestbuy_800,Lenovo - ThinkPad E480 14in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black,Lenovo,windows 10 pro 8th gen intel® core™ i5-8250u processor; 14in display; 8gb memory; 256gb solid state drive special features: fingerprint reader; bluetooth; spill-resistant keyboard; hdmi output note: dvd/cd drive not included ,899.99,microcenter_43,HP ProBook x360 440 G1 14in 2-in-1 Laptop Computer - Silver Intel Core i5-8250U Processor 1.6GHz  8GB DDR4 RAM  256GB Solid State Drive  Intel UHD Graphics 620,HP,"Intel Core i5-8250U Processor 1.6GHz 8GB DDR4 RAM 256GB Solid State Drive Intel UHD Graphics 620 Microsoft Windows 10 Pro SD Card Reader 10/100/1000 Network 802.11ac Wireless Bluetooth 14in Full HD IPS Touchscreen Display
 Take on the demands of your growing business with the ultra-slim HP ProBook x360 440. Get the power, security, and durability you need in a versatile 360 design that adapts to the way you work. Ideal for professionals in corporate settings or small to medium businesses, wanting an affordable combination of innovation, essential security and multimedia capabilities.",999.99
0,pcmg_501,Dell Latitude 3490 7th Gen Intel Core i3 7130U / 2.7 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 14in 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi Bluetooth - BTS - with 1 Year  Hardware Service with Onsite/In-Home Service After Remote Diagnosis (5NCNT),Dell,"An easily managed 14in laptop with top security features critical for small and growing businesses, all in a durable, reliable and sleek design.",569.99,macmall_340,HP Inc. 250 G6 - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD SED - DVD-Writer - 15.6in 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi Bluetooth - dark ash silver woven texture - kbd: US (1NW57UTABA),HP,"HP 250 G6 - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD SED - DVD-Writer - 15.6in 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi, Bluetooth - dark ash silver, woven texture - kbd: US",699
0,truecurate_307,HP 14-BA110NR Pavilion x360 2-in-1 14&ampquot Touch-Screen Laptop Intel Core i5 8GB Memory 256GB Solid State Drive Silk Gold Finish In Natural Silver ,HP,0,0,truecurate_342,HP 1BS16UT ProBook 15.6&ampquot Laptop Intel Core i5 4GB Memory 500GB Hard Drive Black ,HP,0,0
1,macmall_262,Lenovo ThinkPad E480 20KN - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 14in IPS 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi Bluetooth - black (20KN003XUS),Lenovo,"Lenovo ThinkPad E480 20KN - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2, NVMe - 14in IPS 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi, Bluetooth - black",840.94,microcart_141,TPSLLR THINKPAD E480 I5-8250U (20KN003XUS) (0192158696614) (LENOVO - TOPSELLER THINK),0,LENOVO - TOPSELLER THINK,1008.51
1,macmall_521,Lenovo 330-15IKBR 81DE - Core i5 8250U / 1.6 GHz - Win 10 Home 64-bit - 8 GB RAM - 1 TB HDD (16 GB SSD cache) - DVD-Writer - 15.6in TN 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi Bluetooth - platinum gray (81DE01M2US),Lenovo,"Lenovo 330-15IKBR 81DE - Core i5 8250U / 1.6 GHz - Win 10 Home 64-bit - 8 GB RAM - 1 TB HDD (16 GB SSD cache) - DVD-Writer - 15.6in TN 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi, Bluetooth - platinum gray",669.99,savingslots_578,Lenovo 81DE01M2US Ip 330 15.6 i5 8gb 1tb,Lenovo,cycle 2 2018 ideapad 330-15ikbr 15.6inch (hd) core i5-8250u 8gb 1tb + 16gb optane intel uhd graphics 620 windows 10 home 802.11ac platinum greyweight: 6 (lbs),683
1,antonline_1189,Asus Chromebook Flip C302CA-DHM4 12.5in Touchscreen LCD 2 in 1 Chromebook,Asus,0,527.9,truecurate_329,Asus C302CA-DHM4 Flip 12.5&ampquot Touch-Screen Chromebook Intel Core m3 4GB Memory 64GB eMMC Flash Metallic gray ,Asus,0,0
0,antonline_369,HP EliteBook 1040 G4 14in Touchscreen LCD Notebook,HP,0,2040.82,howardcomputer_2319,HP EliteBook 840 G4,HP,0,1923.99
1,antonline_1157,Lenovo IdeaPad 320S-15IKB 15.6in LCD Notebook,Lenovo,0,672.78,truecurate_48,Lenovo 80X50003US 15.6&ampquot Laptop Intel Core i5 8GB Memory NVIDIA GeForce 920MX 1TB Hard Drive Platinum silver ,Lenovo,0,0
0,macmall_271,Lenovo ThinkPad P52s 20LB 8th Gen Intel Core i7 8650U / 1.9 GHz - Win 10 Pro 64-bit - 16 GB RAM - 1 TB SSD TCG Opal Encryption 2 NVMe - 15.6in IPS 1920 x 1080 (Full HD) - Quadro P500 / UHD Graphics 620 - Wi-Fi Bluetooth - WWAN upgradable - Black (20LB0019US),Lenovo,"Harness quad-core performance on the go with the ThinkPad P52s mobile workstation. This powerhouse Ultrabook boasts cutting-edge processors and graphics, business-class security, and expansive connectivity.",13181,rlsteinway_65,HP Omen 17 Notebook Intel Core i7-7820HK 8th Gen 256 GB SSD,HP,"Description
  
 
 
  
  Engineered for overlocking, the OMEN X Laptop lets you define your own limits. Outperform your opponents with desktop-class graphics performance, a mechanical keyboard, and easy upgradability. With this kind of power, your team is destined for glory.
 
 HP OMEN X 17-ap000 17-ap020nr 17.3in LCD Notebook - Intel Core i7 (8th Gen) i7-7820HK Quad-core (4 Core) 2.90 GHz - 16 GB DDR4 SDRAM - 1 TB HDD - 256 GB SSD - Windows 10 Home 64-bit - 1920 x 1080 - In-plane Switching (IPS) Technology - Shadow Black
 with 8 GB GDDR5 - Bluetooth - Front Camera/Webcam - IEEE 802.11b/g/n/ac - Gigabit Ethernet - Network (RJ-45) - HDMI - 3 x USB 3.1 Ports - USB Type-C - 2 x Thunderbolt 3 Ports - Mini DisplayPort - 5.50 Hour Battery Run Time",2999.99
1,buydig_154,Acer 12in Ci37130U 4G 128SSD W10P,Acer,AcerSwitch5Tablet2-in-1-12.0,984.42,savingslots_482,Acer SW51252P35RA 12 ci37130u 4g 128ssd w10p,Acer,"acer switch 5 tablet 2-in-1 - 12.0inch 2160x1440 display, intel core i3-7130u cpu, 4gb ram, 128gb ssd, windows 10 proweight: 4.5 (lbs)",864
0,truecurate_225,HP 13-AH0010NR Envy 13.3&ampquot Touch-Screen Laptop Intel Core i7 8GB Memory 256GB Solid State Drive Finish In Natural Silver ,HP,0,0,truecurate_423,Lenovo 20KH002RUS ThinkPad X1 Carbon 14&ampquot Laptop Intel Core i7 16GB Memory 512GB Solid State Drive Black ,Lenovo,0,0
0,bestbuy_18,Acer - 15.6in Chromebook - Intel Core i3 - 4GB Memory - 32GB Solid State Drive - Black,Acer,Google Chrome OSTechnical details: 5th Gen Intel® Core™ i3 processor; 15.6in display; 4GB memory; 32GB solid state driveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included,414.99,bestbuy_279,ASUS - 13.3in Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Icicle Gold,ASUS,Windows 10 HomeTechnical details: 8th Gen Intel® Core™ i7-8250U processor; 13.3in display; 8GB memory; 256GB solid state driveSpecial features: fingerprint reader; backlit keyboardNote: DVD/CD drive not included,866.99
0,bestbuy_322,ASUS - Strix GL504GS 15.6in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB HDD + 256GB SSD - Black,ASUS,Windows 10 HomeNVIDIA GeForce GTX 1070 8GB dedicated graphicsTechnical details: 8th Gen Intel® Core™ i7-8750H processor; 15.6in display; 16GB memory; 256GB solid state drive; 1TB Hybrid DriveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included,1999.99,truecurate_275,Asus UX550VEDB71T 15.6&ampquot Touch-Screen Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 1050 Ti 512GB Solid State Drive Matte black ,Asus,0,0
0,bestbuy_692,HP - ProBook 15.6in Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Silver,HP,windows 10 pro 8th gen intel® core™ i5-8250u processor; 15.6in display; 4gb memory; 500gb hard drive special features: fingerprint reader; bluetooth; spill-resistant keyboard; hdmi output note: dvd/cd drive not included ,645.99,truecurate_164,Acer A3155157Z4 Aspire 15.6&ampquot Laptop Intel Core i5 6GB Memory 1TB Hard Drive Obsidian Black ,Acer,0,0
1,antonline_876,Lenovo ThinkPad E580 20KS003QUS 15.6in LCD Notebook,Lenovo,0,803.21,pcmg_478,Lenovo ThinkPad E580 20KS - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 15.6in IPS 1920 x 1080 (Full HD) - HD Graphics 620 - Wi-Fi Bluetooth - black (LCD cover) black (top cover) (20KS003QUS),Lenovo,"Lenovo ThinkPad E580 20KS - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2, NVMe - 15.6in IPS 1920 x 1080 (Full HD) - HD Graphics 620 - Wi-Fi, Bluetooth - black (LCD cover), black (top cover)",803.99
0,bestbuy_485,Dell - Latitude 14in Laptop - Intel Core i7 - 16GB Memory - 256GB Solid State Drive,Dell,windows 10 8th gen intel® core™ i7-8850h processor; 14in display; 16gb memory; 256gb solid state drive special features: cable lock slot; bluetooth; hdmi output note: dvd/cd drive not included ,2678.97,bestbuy_736,Lenovo - 330-15IKBR Touch 15.6in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX150 - 1TB Hard Drive - Platinum Gray,Lenovo,windows 10 nvidia geforce mx150 2gb dedicated graphics 8th gen intel® core™ i7-8550u processor; 15.6in display; 16gb memory; 1tb hard drive special features: cable lock slot; bluetooth; hdmi output; dvd/cd drive ,1009.99
0,bestbuy_803,Lenovo - ThinkPad E580 15.6in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black Black,Lenovo,windows 10 pro 7th gen intel® core™ i5-7200u processor; 15.6in display; 8gb memory; 256gb solid state drive special features: fingerprint reader; bluetooth; spill-resistant keyboard; outdoor screen; hdmi output note: dvd/cd drive not included ,799.99,truecurate_399,Lenovo 20L5004HUS ThinkPad T480 14&ampquot Laptop Intel Core i5 8GB Memory 500GB Hard Drive Black ,Lenovo,0,0
0,microcenter_56,Lenovo ThinkPad X380 Yoga 13.3in 2-in-1 Laptop Computer - Black Intel Core i7-8650U Processor 1.9GHz  16GB DDR4 RAM  512GB Solid State Drive  Intel UHD Graphcis 620,Lenovo,"Intel Core i7-8650U Processor 1.9GHz 16GB DDR4 RAM 512GB Solid State Drive Intel UHD Graphcis 620 Microsoft Windows 10 Pro microSD Card Reader 2x2 Dual Band 802.11ac Wireless Bluetooth 4.1 13.3in Full HD IPS Touchscreen Display
 You work hard. You're flexible. When life says, inGo,in you never slow down. The sleek ThinkPad X380 Yoga is designed for you. This stylish powerhouse adapts to work with you-as a laptop, tablet, or anything in between. Moreover, hardware-level security features provide peace of mind when you're on-the-go.",1899.99,truecurate_463,Lenovo 20KS003QUS ThinkPad E580 15.6&ampquot Laptop Intel Core i5 8GB Memory 256GB Solid State Drive Black Black ,Lenovo,0,0
1,massgenie_448,Dell commercial 4d7j7 14 i7 8850h 8gb 256gb,0,"$1956.01, DELL COMMERCIAL 4D7J7 14 i7 8850H 8GB 256GB",1956.01,savingslots_135,Dell LATI54914D7J7 14 i7 8850h 8gb 256gb,Dell,"non touch. dell latitude 5491. 8th generation intel core i7-8850h processor (6 core, 9m cache, 2.6ghz, 45w, vpro). 8gb, 1x8gb, 2666mhz ddr4 non-ecc. m.2 256gb pcie nvme class 40 solid state drive. windows 10",1740
1,antonline_340,HP ZBook 15 G4 15.6in LCD Mobile Workstation,HP,0,1979.86,massgenie_163,HP 1JD35UTNo.ABA 15.6 in. G4 Mobile Workstation,0,"$2490.15, FeaturesFeatures desktop workstation power&#44; performance and expandabilityMade for mobile creative and design professionals with demanding projectsSpecificationsScreen Size&#58; 15&#46;6&quot;Standard Memory&#58; 16GBScreen Resolution&#58; 1920 x 1080Solid State Drive Capacity&#58; 512GB",2490.15
1,howardcomputer_123,Lenovo ThinkPad X1 Yoga 20LD,Lenovo,0,2404.99,pcmg_442,Lenovo ThinkPad X1 Yoga 20LD - Flip design - 8th Gen Intel Core i7 8650U / 1.9 GHz - Win 10 Pro 64-bit - 16 GB RAM - 512 GB SSD TCG Opal Encryption 2 NVMe - 14in IPS touchscreen 2560 x 1440 (WQHD) - UHD Graphics 620 - Wi-Fi Bluetooth - Black (20LD001HUS),Lenovo,"The definition of versatility, this ultralight 2-in-1 adapts to your business with 4 flexible modes to work, present, create, and connect. It features a stunning display with intense color and deep contrast.",2399.99
0,electronicsface_87,Alienware AW17R4-7345SLV-PUS 17in Laptop (7th Generation Intel Core i7 16GB RAM 1TB HDD Silver) VR Ready with NVIDIA GTX 1070,Alienware,"Intel Core i7-7700HQ (Quad-Core, 6MB Cache, up to 3.8GHz w/Turbo Boost) 16GB DDR4 at 2400MHz (2x8GB); 32GB Maximum 1TB 7200RPM SATA 6Gb/s; No Optical Drive NVIDIA GTX 1070 17.3 inch FHD (1920 x 1080) IPS Anti-Glare 300-nits Display The new Alienware 17 is designed for consumers looking for an elite gaming notebook that prioritizes screen size, high performance, and overall immersion above all else. This is our new flagship notebook - that is VR-capable and includes support for optional Tobii eye-tracking technology providing a new way to experience gaming and the way you interact with your PC. Performance-wise, the Alienware 17 can handle the highest end components including NVIDIA's 10-series GeForce GTX graphics and Intel's 7th generation Core i7 processors with options that can overclock up to 4.4 GHz.",1238.99,truecurate_405,ASUS GL504GSDS74 Strix 15.6&ampquot Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 1070 1TB HDD + 256GB SSD Black ,ASUS,0,0
0,macmall_690,HP Inc. Smart Buy ProBook x360 440 G1 Intel Core i3-8130U Dual-Core 2.20GHz Convertible Notebook PC - 4GB RAM 128GB SSD 14in Touchscreen LED FHD UWVA Display 10/100/1000 Intel 8265 AC 2x2 WiFi + Bluetooth 4.2 720p HD Webcam 3-Cell 48 WHr Battery (4PY44UTABA),HP,"Intel Core i3-8130U Dual-Core 2.20GHz, 4GB DDR4 SDRAM, 128GB M2 TLC SATA3 SSD, 14in Touchscreen LED FHD UWVA Display, Intel HD Graphics 620, 10/100/1000, Intel 8265 AC 2x2 WiFi + Bluetooth 4.2, 720p HD Webcam, Microsoft Windows 10 Pro 64-bit",803.69,pcmg_215,HP Inc. Smart Buy EliteBook 840 G4 Intel Core i7-7500U 2.7GHz Ultrabook - 16GB RAM 512GB SSD 14in LED QHD UWVA Anti-Glare Gigabit Ethernet 8265 AC 2x2 WiFi Bluetooth 4.2 Webcam 3-Cell 51Whr Li-Ion Polymer Long Life Battery (1GE45UTABA),HP,"Intel Core i7-7500U 2.7GHz, 16GB 2133MHz DDR4, 512GB SSD, 14in LED QHD UWVA Anti-Glare, Intel HD Graphics 620, Webcam, 8265 AC 2x2 WiFi, Bluetooth 4.2, Microsoft Windows 10 Pro 64-bit",1999
0,antonline_1061,Dell Latitude 5490 14in LCD Notebook,Dell,0,795.03,techcrave_2187,DELL T5Y8D LATITUDE 5490 COREI78-8650U8GB 1DIMMS256,DELL,0,0
